Timestamp, KBps
1531120110.8813825, 232.2
1531120120.8819015, 259.9
1531120130.8823936, 280.1
1531120140.882863, 271.5
1531120150.8834128, 271.5
1531120160.8838682, 279.2
1531120170.884304, 277.8
1531120180.8847692, 262.1
1531120190.8852727, 273.9
1531120200.8857589, 275.8
1531120210.886213, 271.6
1531120220.886745, 275.1
1531120230.8874333, 269.0
1531120240.8882318, 269.5
1531120250.8887844, 274.0
1531120260.8893294, 265.4
1531120270.890252, 272.2
1531120280.8908317, 269.7
1531120290.891492, 275.1
1531120300.8920078, 271.7
1531120310.8925023, 272.8
1531120320.8935297, 274.0
1531120330.8940685, 272.0
1531120340.8945448, 277.1
1531120350.8949862, 275.7
1531120360.8955958, 274.2
1531120370.896104, 272.5
1531120380.8966074, 272.3
1531120390.8971019, 272.4
1531120400.8976204, 264.7
1531120410.8981574, 271.0
1531120420.8987167, 273.9
1531120430.8992183, 273.2
1531120440.8996902, 272.4
1531120450.900182, 273.5
1531120460.900989, 268.3
1531120470.901594, 270.9
1531120480.9021306, 272.0
1531120490.9026785, 263.8
1531120500.9034417, 271.5
1531120510.9040294, 267.3
1531120520.9045029, 266.5
1531120530.904996, 271.8
1531120540.9057066, 272.4
1531120550.9062803, 273.1
1531120560.9069126, 266.2
1531120570.9076753, 269.1
1531120580.90824, 265.5
1531120590.9087985, 267.2
1531120600.9093592, 275.1
1531120610.9098604, 277.1
1531120620.9104142, 272.4
1531120630.9111142, 269.6
1531120640.911666, 263.0
1531120650.9122229, 269.8
1531120660.9127886, 270.8
1531120670.913376, 271.3
1531120680.9138813, 275.8
1531120690.9144664, 274.9
1531120700.9150343, 272.6
1531120710.9155743, 271.2
1531120720.9161239, 270.8
1531120730.916667, 277.8
1531120740.917225, 269.1
1531120750.917725, 273.9
1531120760.9182205, 266.5
1531120770.9188561, 276.4
1531120780.9196794, 278.5
1531120790.9203405, 277.5
1531120800.920895, 276.8
1531120810.9213984, 278.9
1531120820.921983, 279.5
1531120830.9226553, 282.7
1531120840.9234145, 275.6
1531120850.9239686, 272.7
1531120860.9245224, 277.5
1531120870.925078, 273.4
1531120880.9255667, 274.8
1531120890.9261189, 283.0
1531120900.9268565, 278.3
1531120910.927459, 281.4
1531120920.9280174, 284.8
1531120930.9285743, 283.6
1531120940.9290972, 281.3
1531120950.9296162, 278.4
1531120960.9301736, 269.2
1531120970.930732, 276.1
1531120980.931313, 274.9
1531120990.9318776, 281.4
1531121000.932458, 270.0
1531121010.933017, 283.2
1531121020.933616, 278.3
1531121030.9341974, 278.9
1531121040.9348269, 279.8
1531121050.935346, 278.6
1531121060.9358191, 277.7
1531121070.9364161, 279.3
1531121080.9371793, 281.6
1531121090.9376872, 281.6
1531121100.9381828, 277.3
1531121110.9387255, 282.0
1531121120.9392757, 273.7
1531121130.9398026, 280.1
1531121140.9403095, 279.9
1531121150.9407208, 278.8
1531121160.9412463, 277.9
1531121170.9417589, 273.7
1531121180.9424603, 275.7
1531121190.9430354, 272.7
1531121200.9436107, 277.8
1531121210.9441986, 277.5
1531121220.9450064, 275.3
1531121230.945499, 276.4
1531121240.9461024, 267.0
1531121250.94686, 261.1
1531121260.9474032, 271.7
1531121270.9479923, 271.0
1531121280.9485579, 270.0
1531121290.9491658, 268.8
1531121300.9498286, 278.6
1531121310.9503527, 274.2
1531121320.95083, 278.1
1531121330.951362, 279.5
1531121340.9518063, 270.7
1531121350.9523325, 280.6
1531121360.952907, 273.3
1531121370.953366, 282.2
1531121380.9540577, 268.3
1531121390.9546623, 225.6
1531121400.9552224, 259.2
1531121410.955723, 278.8
1531121420.956252, 281.6
1531121430.9568067, 283.9
1531121440.9574616, 281.6
1531121450.958355, 281.4
1531121460.9589214, 279.4
1531121470.9595213, 280.0
1531121480.9600732, 266.2
1531121490.9606261, 279.3
1531121500.961275, 280.4
1531121510.9618235, 279.4
1531121520.962326, 279.1
1531121530.962858, 282.1
1531121540.9634192, 280.5
1531121550.9639788, 275.2
1531121560.96453, 272.1
1531121570.9650693, 275.7
1531121580.965637, 270.9
1531121590.9662218, 274.4
1531121600.9667757, 269.3
1531121610.96735, 269.9
1531121620.968003, 278.8
1531121630.9687374, 274.3
1531121640.9693089, 276.0
1531121650.9699254, 274.1
1531121660.9706452, 268.5
1531121670.9713633, 269.5
1531121680.971993, 270.9
1531121690.9725614, 269.9
1531121700.9731472, 271.0
1531121710.9737797, 270.2
1531121720.9743037, 260.6
1531121730.9748013, 268.2
1531121740.975443, 267.4
1531121750.9760144, 264.0
1531121760.9765544, 266.4
1531121770.9771054, 262.7
1531121780.9776568, 264.2
1531121790.9783864, 264.7
1531121800.9790156, 268.7
1531121810.97958, 265.2
1531121820.9804657, 266.2
1531121830.9811153, 266.8
1531121840.981722, 255.4
1531121850.9823892, 265.8
1531121860.9829578, 266.2
1531121870.9835331, 266.8
1531121880.9843328, 265.8
1531121890.985047, 266.6
1531121900.9856052, 266.7
1531121910.9862409, 266.1
1531121920.9868283, 271.2
1531121930.9873257, 266.3
1531121940.9877987, 272.8
1531121950.9883456, 272.6
1531121960.9888816, 263.6
1531121970.9895926, 260.4
1531121980.9904678, 273.0
1531121990.9912379, 273.8
1531122000.9922247, 274.4
1531122010.9927433, 270.2
1531122020.9932292, 267.6
1531122030.993725, 273.2
1531122040.99431, 273.4
1531122050.9948936, 266.2
1531122060.9957542, 268.3
1531122070.9965775, 267.7
1531122080.9971414, 258.9
1531122090.9976995, 266.5
1531122100.998281, 267.2
1531122110.9988225, 264.3
1531122120.9994369, 269.9
1531122130.9999955, 271.5
1531122141.0005465, 272.1
1531122151.0014787, 266.4
1531122161.0020251, 268.0
1531122171.0026886, 265.6
1531122181.0032566, 272.8
1531122191.0038161, 231.3
1531122201.0046332, 257.9
1531122211.005251, 265.6
1531122221.0057952, 232.3
1531122231.006431, 264.1
1531122241.0070095, 267.0
1531122251.0076497, 100.2
1531122261.0081847, 79.4
1531122271.008739, 80.4
1531122281.0092251, 77.4
1531122291.0096836, 255.0
1531122301.010571, 264.4
1531122311.011052, 262.6
1531122321.011654, 263.2
1531122331.0123441, 270.1
1531122341.0129046, 273.7
1531122351.0134633, 269.1
1531122361.0142655, 267.3
1531122371.0147815, 259.5
1531122381.0153713, 266.2
1531122391.0160174, 262.9
1531122401.0165696, 274.3
1531122411.0170848, 269.5
1531122421.0178525, 255.5
1531122431.0185444, 229.2
1531122441.0191834, 207.1
1531122451.0198507, 265.8
1531122461.02051, 269.9
1531122471.0210643, 266.5
1531122481.0218332, 261.2
1531122491.0223305, 267.8
1531122501.0231097, 266.9
1531122511.0236237, 267.7
1531122521.0241663, 271.0
1531122531.0246634, 263.1
1531122541.0252419, 269.5
1531122551.0257988, 271.2
1531122561.0262246, 265.8
1531122571.026669, 268.4
1531122581.027241, 267.1
1531122591.0277178, 264.0
1531122601.0281518, 267.4
1531122611.0287523, 271.8
1531122621.0293293, 266.9
1531122631.0298777, 275.9
1531122641.0304234, 277.4
1531122651.030976, 277.2
1531122661.0315807, 276.3
1531122671.032152, 275.2
1531122681.032789, 254.0
1531122691.0334685, 259.3
1531122701.034122, 268.3
1531122711.0346754, 272.3
1531122721.0353112, 270.4
1531122731.0360386, 274.0
1531122741.0366018, 271.8
1531122751.037229, 272.5
1531122761.0379426, 266.0
1531122771.0386775, 272.0
1531122781.03921, 268.2
1531122791.039822, 268.7
1531122801.0403352, 264.4
1531122811.0409043, 277.2
1531122821.0414646, 278.7
1531122831.0420218, 279.4
1531122841.0425787, 275.9
1531122851.0430384, 278.0
1531122861.0435967, 272.4
1531122871.0440702, 279.0
1531122881.0445874, 273.9
1531122891.045133, 270.0
1531122901.0457227, 263.2
1531122911.0463872, 268.4
1531122921.046905, 264.8
1531122931.0474842, 273.8
1531122941.0482023, 204.4
1531122951.0487757, 269.1
1531122961.049375, 270.8
1531122971.0499604, 268.4
1531122981.0505183, 272.2
1531122991.0511296, 269.9
1531123001.0519373, 269.5
1531123011.0525029, 275.3
1531123021.0530427, 270.9
1531123031.0537455, 275.6
1531123041.0544584, 255.7
1531123051.0549912, 262.6
1531123061.0555725, 264.6
1531123071.0561306, 266.5
1531123081.0566878, 257.4
1531123091.057296, 266.9
1531123101.0578637, 265.1
1531123111.0584395, 271.6
1531123121.0589893, 254.2
1531123131.0595918, 261.1
1531123141.0601485, 87.2
1531123151.0607374, 60.0
1531123161.0612888, 98.8
1531123171.0618372, 274.5
1531123181.0624323, 169.8
1531123191.0629928, 59.8
1531123201.063678, 60.6
1531123211.0641825, 65.6
1531123221.064717, 60.5
1531123231.065252, 61.3
1531123241.0658193, 61.3
1531123251.0663486, 185.8
1531123261.0668502, 266.1
1531123271.0673487, 263.3
1531123281.067847, 201.4
1531123291.0683336, 246.9
1531123301.068882, 269.4
1531123311.0694206, 267.7
1531123321.0700052, 267.6
1531123331.070506, 268.5
1531123341.0709789, 271.0
1531123351.0715196, 269.1
1531123361.072099, 257.4
1531123371.0725837, 264.2
1531123381.0735388, 277.1
1531123391.074092, 272.9
1531123401.0746045, 260.9
1531123411.0755818, 273.7
1531123421.076113, 275.6
1531123431.0765975, 273.1
1531123441.0773423, 275.7
1531123451.078077, 276.8
1531123461.0787766, 277.1
1531123471.0796266, 278.0
1531123481.0801005, 273.1
1531123491.0806162, 262.7
1531123501.0811212, 270.6
1531123511.0815964, 268.6
1531123521.0821075, 265.1
1531123531.082701, 272.3
1531123541.0832603, 268.6
1531123551.0836873, 271.5
1531123561.084283, 267.5
1531123571.0847845, 269.4
1531123581.0854025, 266.6
1531123591.0859733, 275.4
1531123601.0865967, 268.7
1531123611.0873837, 271.5
1531123621.0879478, 267.4
1531123631.088522, 272.0
1531123641.0891147, 259.6
1531123651.0898712, 270.6
1531123661.0904086, 233.2
1531123671.0911071, 273.3
1531123681.0916736, 266.6
1531123691.0921967, 273.1
1531123701.0927234, 273.7
1531123711.0932665, 275.2
1531123721.0939033, 271.6
1531123731.0945897, 275.9
1531123741.095172, 268.8
1531123751.0957325, 272.7
1531123761.0962856, 262.6
1531123771.096839, 272.6
1531123781.097389, 270.1
1531123791.0980945, 268.6
1531123801.0987172, 273.3
1531123811.0995843, 268.5
1531123821.1001885, 272.4
1531123831.1008165, 272.9
1531123841.101498, 267.1
1531123851.1019676, 217.6
1531123861.102475, 151.6
1531123871.1031432, 265.1
1531123881.1037676, 265.3
1531123891.1043358, 243.5
1531123901.1048944, 262.3
1531123911.1054523, 271.9
1531123921.1061084, 271.5
1531123931.106671, 249.2
1531123941.1073337, 215.0
1531123951.1081498, 269.2
1531123961.1086512, 263.8
1531123971.1091356, 266.9
1531123981.109638, 268.7
1531123991.110158, 263.7
1531124001.111088, 187.6
1531124011.111643, 267.8
1531124021.1122909, 263.0
1531124031.1128316, 270.5
1531124041.1133118, 273.2
1531124051.1138828, 270.1
1531124061.1144652, 271.0
1531124071.115135, 276.9
1531124081.1159823, 269.3
1531124091.1168692, 270.1
1531124101.117371, 272.4
1531124111.1180391, 269.2
1531124121.118888, 263.1
1531124131.1194382, 267.5
1531124141.1199398, 270.5
1531124151.1207159, 271.6
1531124161.1212776, 271.2
1531124171.1218274, 269.8
1531124181.1223805, 265.9
1531124191.1230164, 268.1
1531124201.1236348, 269.3
1531124211.1240861, 257.1
1531124221.1245801, 217.8
1531124231.1251984, 69.4
1531124241.1258824, 192.2
1531124251.1265743, 272.3
1531124261.1272378, 268.5
1531124271.1280065, 264.1
1531124281.1285644, 269.5
1531124291.12908, 274.8
1531124301.1295767, 272.9
1531124311.1301167, 272.5
1531124321.1306725, 272.6
1531124331.131295, 273.3
1531124341.1318896, 269.7
1531124351.1324358, 267.5
1531124361.1330094, 224.3
1531124371.1337285, 275.2
1531124381.1343372, 269.1
1531124391.1351697, 271.8
1531124401.1357045, 274.7
1531124411.1362202, 269.1
1531124421.1370308, 274.5
1531124431.1375983, 273.1
1531124441.1381648, 267.8
1531124451.138783, 271.4
1531124461.1393864, 274.9
1531124471.1402154, 277.3
1531124481.1408331, 266.9
1531124491.1413054, 276.4
1531124501.141789, 276.6
1531124511.1422527, 275.9
1531124521.1430006, 278.3
1531124531.1435125, 238.7
1531124541.1440115, 274.8
1531124551.1445749, 276.0
1531124561.1450963, 272.3
1531124571.1456246, 265.4
1531124581.1461325, 270.1
1531124591.1467867, 270.8
1531124601.1478388, 262.2
1531124611.1487038, 275.5
1531124621.1492748, 180.7
1531124631.1499913, 230.9
1531124641.1506374, 252.6
1531124651.1513278, 105.0
1531124661.151861, 229.6
1531124671.1524532, 268.5
1531124681.1532645, 268.0
1531124691.1537168, 194.4
1531124701.1543598, 209.8
1531124711.1551673, 248.0
1531124721.1556268, 152.8
1531124731.1561356, 269.6
1531124741.156886, 269.9
1531124751.1576333, 248.8
1531124761.1581664, 247.9
1531124771.1588159, 120.2
1531124781.1593332, 263.8
1531124791.160137, 271.1
1531124801.1606708, 268.2
1531124811.161177, 271.2
1531124821.161671, 272.2
1531124831.162182, 271.1
1531124841.1628137, 265.1
1531124851.1636264, 277.5
1531124861.1641717, 276.7
1531124871.1647847, 257.8
1531124881.1653183, 264.4
1531124891.1658914, 268.1
1531124901.1665092, 268.7
1531124911.1670427, 264.5
1531124921.167621, 269.5
1531124931.1683471, 270.5
1531124941.1691933, 257.1
1531124951.1701005, 273.6
1531124961.17065, 265.3
1531124971.1711478, 268.9
1531124981.1716635, 269.1
1531124991.1722488, 267.3
1531125001.173136, 266.8
1531125011.1736503, 265.3
1531125021.174244, 270.6
1531125031.1748745, 270.0
1531125041.1753705, 273.1
1531125051.175866, 269.0
1531125061.1763833, 274.6
1531125071.177329, 270.8
1531125081.177958, 264.9
1531125091.1785538, 272.2
1531125101.179085, 272.0
1531125111.179587, 268.6
1531125121.1800644, 272.7
1531125131.1809871, 268.3
1531125141.1814914, 272.3
1531125151.182027, 272.7
1531125161.182861, 269.4
1531125171.1837416, 269.9
1531125181.1842418, 270.0
1531125191.184698, 268.3
1531125201.1851807, 264.7
1531125211.1856606, 273.5
1531125221.1861515, 274.8
1531125231.1866415, 274.9
1531125241.1872244, 278.4
1531125251.188069, 277.2
1531125261.1886256, 275.7
1531125271.1890826, 275.5
1531125281.1900058, 273.5
1531125291.1909304, 276.7
1531125301.191471, 275.0
1531125311.191961, 272.8
1531125321.1924863, 268.0
1531125331.1931605, 269.9
1531125341.1936247, 272.4
1531125351.194158, 277.9
1531125361.194698, 176.9
1531125371.1952584, 238.6
1531125381.1957374, 272.3
1531125391.1962428, 271.8
1531125401.1968114, 273.7
1531125411.19749, 268.0
1531125421.1980994, 270.2
1531125431.1986413, 275.1
1531125441.1993856, 267.6
1531125451.1998959, 270.7
1531125461.2006543, 269.1
1531125471.2011485, 270.7
1531125481.2017033, 268.9
1531125491.2025394, 274.7
1531125501.2032356, 278.7
1531125511.2038026, 278.2
1531125521.2043765, 277.6
1531125531.2048948, 273.5
1531125541.2054827, 272.5
1531125551.2059917, 273.5
1531125561.2065315, 245.5
1531125571.2071707, 268.6
1531125581.2077699, 272.0
1531125591.2084665, 276.6
1531125601.2091594, 261.6
1531125611.2098083, 273.2
1531125621.2104437, 270.5
1531125631.2110095, 269.3
1531125641.2116723, 240.4
1531125651.2122772, 88.8
1531125661.2129436, 77.4
1531125671.2138667, 38.5
1531125681.2145317, 32.1
1531125691.215237, 73.6
1531125701.2161877, 68.7
1531125711.2168605, 58.2
1531125721.217436, 114.1
1531125731.218039, 108.3
1531125741.2186582, 79.6
1531125751.2192526, 160.6
1531125761.2198796, 102.8
1531125771.2205126, 52.3
1531125781.2214391, 97.1
1531125791.2220654, 53.3
1531125801.2227585, 95.9
1531125811.2234654, 84.0
1531125821.224099, 61.5
1531125831.2247097, 93.1
1531125841.2251644, 111.0
1531125851.2257462, 77.4
1531125861.2263713, 76.8
1531125871.2268698, 225.8
1531125881.227409, 266.1
1531125891.2279751, 233.3
1531125901.2289238, 277.3
1531125911.2295153, 276.2
1531125921.2300756, 267.0
1531125931.23072, 216.0
1531125941.2313983, 73.6
1531125951.2320137, 81.0
1531125961.232644, 151.0
1531125971.2332356, 265.5
1531125981.2337885, 270.7
1531125991.2347078, 276.6
1531126001.2353203, 273.7
1531126011.2362056, 274.8
1531126021.2367692, 269.1
1531126031.2372382, 270.1
1531126041.2377512, 268.4
1531126051.238304, 277.5
1531126061.2389674, 276.4
1531126071.239567, 266.3
1531126081.2400315, 259.4
1531126091.2404602, 278.3
1531126101.241156, 273.6
1531126111.2416825, 276.8
1531126121.2422023, 275.8
1531126131.2427456, 276.3
1531126141.2432547, 275.9
1531126151.243766, 269.0
1531126161.2442303, 265.4
1531126171.2447944, 279.0
1531126181.245424, 266.7
1531126191.246018, 279.3
1531126201.2465487, 273.8
1531126211.24714, 273.5
1531126221.2478557, 272.9
1531126231.2483943, 272.4
1531126241.2490814, 272.2
1531126251.249782, 267.3
1531126261.250302, 264.5
1531126271.250794, 266.3
1531126281.2513547, 258.1
1531126291.252123, 271.5
1531126301.2527113, 271.0
1531126311.2532487, 226.1
1531126321.2537932, 267.9
1531126331.2546878, 268.3
1531126341.255341, 280.1
1531126351.2558377, 280.3
1531126361.256346, 272.6
1531126371.256982, 271.5
1531126381.2575476, 278.8
1531126391.2580836, 267.4
1531126401.258715, 269.2
1531126411.259467, 270.7
1531126421.260114, 267.0
1531126431.2609482, 267.5
1531126441.2614572, 269.7
1531126451.2621977, 272.6
1531126461.2628713, 270.8
1531126471.2634459, 259.3
1531126481.2640016, 276.4
1531126491.2647834, 270.7
1531126501.2653635, 236.5
1531126511.2660184, 266.5
1531126521.2665715, 254.6
1531126531.267233, 272.9
1531126541.2678604, 272.3
1531126551.2683337, 266.6
1531126561.2688472, 272.2
1531126571.2694464, 273.7
1531126581.2700324, 270.3
1531126591.270597, 276.8
1531126601.2711875, 277.7
1531126611.2717013, 275.0
1531126621.2725265, 276.2
1531126631.2733529, 275.6
1531126641.2739427, 263.3
1531126651.2744954, 271.0
1531126661.2749846, 272.0
1531126671.2754982, 268.4
1531126681.275991, 271.2
1531126691.2764869, 273.2
1531126701.276975, 276.4
1531126711.2775743, 275.3
1531126721.2780712, 275.6
1531126731.2785819, 273.0
1531126741.2791178, 272.8
1531126751.2796168, 272.7
1531126761.2801566, 260.0
1531126771.280656, 270.6
1531126781.2811425, 273.4
1531126791.2820022, 282.1
1531126801.2825434, 279.4
1531126811.2832575, 274.8
1531126821.2840238, 275.7
1531126831.284524, 274.5
1531126841.285017, 262.5
1531126851.28569, 180.7
1531126861.2862337, 62.6
1531126871.2868361, 53.6
1531126881.2873607, 89.5
1531126891.2878392, 129.9
1531126901.2883515, 82.3
1531126911.2888467, 84.3
1531126921.2894657, 86.4
1531126931.2900681, 80.9
1531126941.290667, 76.1
1531126951.2913034, 81.2
1531126961.292164, 84.8
1531126971.2929626, 77.1
1531126981.2935078, 76.5
1531126991.294022, 76.7
1531127001.2946646, 102.6
1531127011.2955592, 272.3
1531127021.2961516, 270.3
1531127031.2967625, 272.3
1531127041.2977352, 274.4
1531127051.2982368, 270.1
1531127061.2989285, 270.7
1531127071.2994952, 274.3
1531127081.3000214, 269.2
1531127091.300574, 270.4
1531127101.301073, 269.2
1531127111.3015635, 267.3
1531127121.3021443, 259.4
1531127131.3027325, 272.3
1531127141.3032672, 277.1
1531127151.3040485, 280.0
1531127161.304652, 279.0
1531127171.3053074, 280.9
1531127181.3062112, 278.5
1531127191.3070288, 279.3
1531127201.3075998, 279.8
1531127211.3082948, 279.9
1531127221.3091197, 279.6
1531127231.3096833, 277.7
1531127241.3103473, 274.2
1531127251.3112905, 279.1
1531127261.312026, 277.8
1531127271.3126848, 277.9
1531127281.3131971, 269.5
1531127291.3137698, 275.8
1531127301.314232, 282.3
1531127311.3147056, 283.1
1531127321.3153944, 279.8
1531127331.3158855, 282.8
1531127341.3166285, 281.1
1531127351.3173394, 279.4
1531127361.3181581, 270.3
1531127371.3187213, 281.6
1531127381.319308, 277.6
1531127391.319839, 276.4
1531127401.3204494, 268.2
1531127411.321096, 273.3
1531127421.3217673, 270.5
1531127431.3223233, 275.2
1531127441.322879, 276.1
1531127451.3233633, 279.2
1531127461.324102, 280.8
1531127471.3247356, 280.2
1531127481.325303, 269.6
1531127491.3258638, 274.0
1531127501.326496, 278.6
1531127511.3270504, 280.5
1531127521.3276486, 280.5
1531127531.328264, 275.8
1531127541.328896, 271.0
1531127551.3294587, 234.9
1531127561.330017, 274.4
1531127571.3306441, 271.0
1531127581.331329, 273.3
1531127591.3318813, 270.1
1531127601.332434, 269.8
1531127611.3330874, 282.0
1531127621.3336594, 248.4
1531127631.3342113, 270.2
1531127641.334776, 277.8
1531127651.3352954, 277.5
1531127661.3357856, 272.4
1531127671.336299, 265.4
1531127681.336822, 278.5
1531127691.3373919, 279.3
1531127701.3380058, 277.7
1531127711.3385959, 275.9
1531127721.3392446, 267.8
1531127731.3398838, 275.6
1531127741.3404624, 274.8
1531127751.340987, 281.2
1531127761.341653, 274.8
1531127771.3422377, 274.9
1531127781.3427863, 276.6
1531127791.3433745, 276.0
1531127801.3439474, 275.2
1531127811.3445802, 279.5
1531127821.3451583, 276.2
1531127831.3457716, 274.7
1531127841.3464463, 267.3
1531127851.3469934, 270.5
1531127861.347449, 270.7
1531127871.347923, 273.4
1531127881.3483815, 273.2
1531127891.3491373, 273.9
1531127901.349694, 271.4
1531127911.3505263, 272.0
1531127921.3511124, 269.9
1531127931.3517485, 271.2
1531127941.35253, 274.5
1531127951.3531692, 273.6
1531127961.3539677, 265.8
1531127971.3545296, 277.1
1531127981.3552659, 276.3
1531127991.3559918, 277.8
1531128001.3567464, 274.2
1531128011.357335, 279.6
1531128021.357794, 272.9
1531128031.3582802, 275.6
1531128041.35899, 269.5
1531128051.3595955, 256.5
1531128061.3601239, 269.3
1531128071.3610394, 273.2
1531128081.3616643, 263.3
1531128091.3623714, 276.6
1531128101.3630972, 272.2
1531128111.3637722, 276.4
1531128121.3647263, 277.0
1531128131.3652358, 274.7
1531128141.3658216, 273.0
1531128151.366757, 277.9
1531128161.3673086, 273.1
1531128171.3680124, 274.9
1531128181.3686767, 275.5
1531128191.3692846, 274.9
1531128201.3698227, 263.0
1531128211.3703403, 274.6
1531128221.3708308, 275.3
1531128231.3713355, 275.4
1531128241.3718076, 280.0
1531128251.3723454, 276.5
1531128261.3728962, 280.0
1531128271.3734603, 277.6
1531128281.3740587, 275.2
1531128291.3748126, 274.7
1531128301.37567, 276.9
1531128311.376292, 275.4
1531128321.3771245, 231.0
1531128331.3776793, 280.9
1531128341.37823, 280.5
1531128351.3788598, 277.9
1531128361.3798256, 281.1
1531128371.3803887, 280.4
1531128381.3811347, 279.6
1531128391.3819535, 279.6
1531128401.3827944, 281.3
1531128411.383453, 274.4
1531128421.384029, 279.3
1531128431.3847675, 278.6
1531128441.3857255, 269.5
1531128451.3864532, 279.5
1531128461.3869917, 279.4
1531128471.3876803, 275.3
1531128481.388453, 277.7
1531128491.3889499, 277.6
1531128501.38953, 274.5
1531128511.3900757, 276.9
1531128521.3906295, 277.1
1531128531.3912883, 276.3
1531128541.3918154, 280.6
1531128551.3922791, 281.5
1531128561.3927898, 271.5
1531128571.3936572, 280.7
1531128581.3944476, 280.4
1531128591.395237, 278.8
1531128601.396183, 277.9
1531128611.3966944, 278.6
1531128621.3971868, 278.4
1531128631.3977292, 275.5
1531128641.3983023, 280.0
1531128651.398913, 273.9
1531128661.3994982, 273.1
1531128671.4000356, 273.6
1531128681.400744, 268.8
1531128691.4012756, 279.2
1531128701.4017527, 279.6
1531128711.4023635, 280.8
1531128721.40293, 279.8
1531128731.403548, 280.6
1531128741.4041433, 280.8
1531128751.4046948, 282.4
1531128761.4053442, 282.7
1531128771.4060106, 269.4
1531128781.406974, 278.9
1531128791.4081993, 280.6
1531128801.4087422, 264.8
1531128811.4092746, 275.0
1531128821.4099092, 278.4
1531128831.4104826, 281.8
1531128841.4110568, 278.0
1531128851.4116976, 276.8
1531128861.4122598, 277.9
1531128871.4128819, 276.3
1531128881.4136713, 274.6
1531128891.4142635, 276.5
1531128901.414836, 270.2
1531128911.4155765, 236.7
1531128921.4160726, 258.7
1531128931.4165614, 272.9
1531128941.4170096, 276.9
1531128951.4175272, 278.0
1531128961.4180822, 279.6
1531128971.4187348, 277.3
1531128981.4197378, 278.0
1531128991.4203525, 280.6
1531129001.420855, 278.7
1531129011.4212997, 273.6
1531129021.4219975, 277.2
1531129031.4225788, 277.2
1531129041.423123, 266.9
1531129051.4237037, 278.1
1531129061.4242754, 277.0
1531129071.424819, 274.7
1531129081.4253874, 272.2
1531129091.42603, 268.6
